date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_norm,away_team_norm,home_points,away_points,home_goal_diff,away_goal_diff
1911-03-18,Scotland,Northern Ireland,2,0,British Home Championship,Glasgow,Scotland,False,Scotland,Northern Ireland,3,0,2,-2
1911-03-19,Belgium,Netherlands,1,5,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,0,3,-4,4
1911-03-26,Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,False,Germany,Switzerland,3,0,4,-4
1911-04-01,England,Scotland,1,1,British Home Championship,Liverpool,England,False,England,Scotland,1,1,0,0
1911-04-02,Netherlands,Belgium,3,1,Friendly,Dordrecht,Netherlands,False,Netherlands,Belgium,3,0,2,-2
1911-04-09,France,Italy,2,2,Friendly,Saint-Ouen,France,False,France,Italy,1,1,0,0
1911-04-23,Belgium,Germany,2,1,Friendly,Liège,Belgium,False,Belgium,Germany,3,0,1,-1
1911-04-23,Switzerland,France,5,2,Friendly,Geneva,Switzerland,False,Switzerland,France,3,0,3,-3
1911-04-30,Belgium,France,7,1,Friendly,Uccle,Belgium,False,Belgium,France,3,0,6,-6
1911-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,Austria,Hungary,3,0,2,-2
1911-05-07,Italy,Switzerland,2,2,Friendly,Milan,Italy,False,Italy,Switzerland,1,1,0,0
1911-05-21,Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,False,Switzerland,Italy,3,0,3,-3
1911-06-18,Sweden,Germany,2,4,Friendly,Solna,Sweden,False,Sweden,Germany,0,3,-2,2
1911-08-15,Argentina,Uruguay,0,2,Copa Lipton,Buenos Aires,Argentina,False,Argentina,Uruguay,0,3,-2,2
1911-09-17,Sweden,Norway,4,1,Friendly,Solna,Sweden,False,Sweden,Norway,3,0,3,-3
1911-09-17,Uruguay,Argentina,2,3,Copa Newton,Montevideo,Uruguay,False,Uruguay,Argentina,0,3,-1,1
1911-10-08,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,1,1,0,0
1911-10-09,Germany,Austria,1,2,Friendly,Dresden,Germany,False,Germany,Austria,0,3,-1,1
1911-10-22,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,Uruguay,3,0,2,-2
1911-10-22,Finland,Sweden,2,5,Friendly,Helsinki,Finland,False,Finland,Sweden,0,3,-3,3
1911-10-29,Germany,Sweden,1,3,Friendly,Hamburg,Germany,False,Germany,Sweden,0,3,-2,2
1911-10-29,Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,False,Hungary,Switzerland,3,0,9,-9
1911-10-29,Luxembourg,France,1,4,Friendly,Luxembourg,Luxembourg,False,Luxembourg,France,0,3,-3,3
1911-10-29,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,3,-3
1911-11-05,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,2,-2
1911-12-17,Germany,Hungary,1,4,Friendly,Munich,Germany,False,Germany,Hungary,0,3,-3,3
1912-01-28,France,Belgium,1,1,Friendly,Saint-Ouen,France,False,France,Belgium,1,1,0,0
1912-02-10,Northern Ireland,England,1,6,British Home Championship,Dublin,Ireland,False,Northern Ireland,England,0,3,-5,5
1912-02-10,France,Catalonia,7,0,Friendly,Paris,France,False,France,Catalonia,3,0,7,-7
1912-02-18,France,Switzerland,4,1,Friendly,Saint-Ouen,France,False,France,Switzerland,3,0,3,-3
1912-02-20,Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False,Belgium,Switzerland,3,0,7,-7
1912-03-02,Scotland,Wales,1,0,British Home Championship,Edinburgh,Scotland,False,Scotland,Wales,3,0,1,-1
1912-03-10,Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,0,3,-1,1
1912-03-11,Wales,England,0,2,British Home Championship,Wrexham,Wales,False,Wales,England,0,3,-2,2
1912-03-16,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Ireland,False,Northern Ireland,Scotland,0,3,-3,3
1912-03-17,Italy,France,3,4,Friendly,Turin,Italy,False,Italy,France,0,3,-1,1
1912-03-23,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,Scotland,England,1,1,0,0
1912-03-24,Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False,Netherlands,Germany,1,1,0,0
1912-04-14,Hungary,Germany,4,4,Friendly,Budapest,Hungary,False,Hungary,Germany,1,1,0,0
1912-04-28,Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False,Netherlands,Belgium,3,0,1,-1
1912-05-05,Austria,Hungary,1,1,Friendly,Vienna,Austria,False,Austria,Hungary,1,1,0,0
1912-05-05,Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,False,Switzerland,Germany,0,3,-1,1
1912-06-16,Norway,Sweden,1,2,Friendly,Kristiania,Norway,False,Norway,Sweden,0,3,-1,1
1912-06-20,Sweden,Hungary,2,2,Friendly,Gothenburg,Sweden,False,Sweden,Hungary,1,1,0,0
1912-06-23,Norway,Hungary,0,6,Friendly,Kristiania,Norway,False,Norway,Hungary,0,3,-6,6
1912-06-27,Sweden,Finland,7,1,Friendly,Solna,Sweden,False,Sweden,Finland,3,0,6,-6
1912-06-29,Austria,Germany,5,1,Olympic Games,Stockholm,Sweden,True,Austria,Germany,3,0,4,-4
1912-06-29,Sweden,Netherlands,3,4,Olympic Games,Stockholm,Sweden,False,Sweden,Netherlands,0,3,-1,1
1912-06-30,Denmark,Norway,7,0,Olympic Games,Stockholm,Sweden,True,Denmark,Norway,3,0,7,-7
1912-06-30,Netherlands,Austria,3,1,Olympic Games,Stockholm,Sweden,True,Netherlands,Austria,3,0,2,-2
1912-07-01,Austria,Norway,1,0,Olympic Games,Stockholm,Sweden,True,Austria,Norway,3,0,1,-1
1912-07-01,Germany,Russia,16,0,Olympic Games,Stockholm,Sweden,True,Germany,Russia,3,0,16,-16
1912-07-01,Sweden,Italy,0,1,Olympic Games,Stockholm,Sweden,False,Sweden,Italy,0,3,-1,1
1912-07-02,Denmark,Netherlands,4,1,Olympic Games,Stockholm,Sweden,True,Denmark,Netherlands,3,0,3,-3
1912-07-03,Hungary,Germany,3,1,Olympic Games,Stockholm,Sweden,True,Hungary,Germany,3,0,2,-2
1912-07-03,Austria,Italy,5,1,Olympic Games,Stockholm,Sweden,True,Austria,Italy,3,0,4,-4
1912-07-03,Norway,Russia,2,1,Friendly,Stockholm,Sweden,True,Norway,Russia,3,0,1,-1
1912-07-04,Netherlands,Finland,9,0,Olympic Games,Stockholm,Sweden,True,Netherlands,Finland,3,0,9,-9
1912-07-05,Hungary,Austria,3,0,Olympic Games,Stockholm,Sweden,True,Hungary,Austria,3,0,3,-3
1912-08-15,Uruguay,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,2,-2
1912-08-25,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,3,-3
1912-09-22,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,Uruguay,0,3,-1,1
1912-10-06,Argentina,Uruguay,3,3,Copa Newton,Avellaneda,Argentina,False,Argentina,Uruguay,1,1,0,0
1912-10-06,Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False,Denmark,Germany,3,0,2,-2
1912-11-03,Hungary,Austria,4,0,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,4,-4
1912-11-03,Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False,Sweden,Norway,3,0,2,-2
1912-11-17,Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False,Germany,Netherlands,0,3,-1,1
1912-12-01,Uruguay,Argentina,1,3,Friendly,Montevideo,Uruguay,False,Uruguay,Argentina,0,3,-2,2
1912-12-01,Catalonia,France,1,0,Friendly,Barcelona,Spain,False,Catalonia,France,3,0,1,-1
1912-12-22,Italy,Austria,1,3,Friendly,Genoa,Italy,False,Italy,Austria,0,3,-2,2
1913-01-12,France,Italy,1,0,Friendly,Saint-Ouen,France,False,France,Italy,3,0,1,-1
1913-02-15,Northern Ireland,England,2,1,British Home Championship,Belfast,Ireland,False,Northern Ireland,England,3,0,1,-1
1913-02-16,Belgium,France,3,0,Friendly,Brussels,Belgium,False,Belgium,France,3,0,3,-3
1913-03-03,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False,Wales,Scotland,1,1,0,0
1913-03-09,Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,1,1,0,0
1913-03-09,Switzerland,France,1,4,Friendly,Geneva,Switzerland,False,Switzerland,France,0,3,-3,3
1913-03-15,Northern Ireland,Scotland,1,2,British Home Championship,Dublin,Ireland,False,Northern Ireland,Scotland,0,3,-1,1
1913-03-17,England,Wales,4,3,British Home Championship,Bristol,England,False,England,Wales,3,0,1,-1
1913-04-05,England,Scotland,1,0,British Home Championship,London,England,False,England,Scotland,3,0,1,-1
1913-04-20,France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False,France,Luxembourg,3,0,8,-8
1913-04-20,Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False,Netherlands,Belgium,0,3,-2,2
1913-04-27,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-3,3
1913-05-01,Italy,Belgium,1,0,Friendly,Turin,Italy,False,Italy,Belgium,3,0,1,-1
1913-05-04,Russia,Sweden,1,4,Friendly,Moscow,Russia,False,Russia,Sweden,0,3,-3,3
1913-05-04,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False,Switzerland,Belgium,0,3,-1,1
1913-05-18,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False,Germany,Switzerland,0,3,-1,1
1913-05-18,Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False,Hungary,Sweden,3,0,2,-2
1913-05-25,Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False,Denmark,Sweden,3,0,8,-8
1913-06-08,Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False,Sweden,Norway,3,0,9,-9
1913-06-15,Argentina,Uruguay,1,1,Friendly,Avellaneda,Argentina,False,Argentina,Uruguay,1,1,0,0
1913-06-15,Austria,Italy,2,0,Friendly,Vienna,Austria,False,Austria,Italy,3,0,2,-2
1913-07-09,Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False,Argentina,Uruguay,3,0,1,-1
1913-08-15,Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,Uruguay,3,0,4,-4
1913-08-31,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,Uruguay,3,0,2,-2
1913-09-14,Russia,Norway,1,1,Friendly,Moscow,Russia,False,Russia,Norway,1,1,0,0
1913-09-21,Chile,Argentina,0,2,Friendly,Viña del Mar,Chile,False,Chile,Argentina,0,3,-2,2
1913-10-05,Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False,Sweden,Denmark,0,3,-10,10
1913-10-05,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,1,-1
1913-10-26,Germany,Denmark,1,4,Friendly,Hamburg,Germany,False,Germany,Denmark,0,3,-3,3
1913-10-26,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,1,-1
1913-10-26,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,Norway,Sweden,1,1,0,0
1913-10-26,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,1,-1
1913-11-02,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False,Belgium,Switzerland,3,0,2,-2
1913-11-23,Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False,Belgium,Germany,3,0,4,-4
1914-01-11,Italy,Austria,0,0,Friendly,Milan,Italy,False,Italy,Austria,1,1,0,0
1914-01-25,France,Belgium,4,3,Friendly,Lille,France,False,France,Belgium,3,0,1,-1
1914-02-08,Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False,Luxembourg,France,3,0,1,-1
1914-02-14,England,Northern Ireland,0,3,British Home Championship,Middlesbrough,England,False,England,Northern Ireland,0,3,-3,3
1914-02-28,Scotland,Wales,0,0,British Home Championship,Glasgow,Scotland,False,Scotland,Wales,1,1,0,0
1914-03-08,France,Switzerland,2,2,Friendly,Saint-Ouen,France,False,France,Switzerland,1,1,0,0
1914-03-14,Northern Ireland,Scotland,1,1,British Home Championship,Belfast,Ireland,False,Northern Ireland,Scotland,1,1,0,0
1914-03-15,Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,0,3,-2,2
1914-03-16,Wales,England,0,2,British Home Championship,Cardiff,Wales,False,Wales,England,0,3,-2,2
1914-03-29,Italy,France,2,0,Friendly,Turin,Italy,False,Italy,France,3,0,2,-2
1914-04-04,Scotland,England,3,1,British Home Championship,Glasgow,Scotland,False,Scotland,England,3,0,2,-2
1914-04-05,Italy,Switzerland,1,1,Friendly,Genoa,Italy,False,Italy,Switzerland,1,1,0,0
1914-04-05,Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,False,Netherlands,Germany,1,1,0,0
1914-04-26,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,Netherlands,Belgium,3,0,2,-2
1914-05-03,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,Austria,Hungary,3,0,2,-2
1914-05-17,Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False,Denmark,Netherlands,3,0,1,-1
1914-05-17,Switzerland,Italy,0,1,Friendly,Bern,Switzerland,False,Switzerland,Italy,0,3,-1,1
1914-05-24,Sweden,Finland,4,3,Friendly,Solna,Sweden,False,Sweden,Finland,3,0,1,-1
1914-05-31,Hungary,France,5,1,Friendly,Budapest,Hungary,False,Hungary,France,3,0,4,-4
1914-06-21,Sweden,Hungary,1,1,Friendly,Solna,Sweden,False,Sweden,Hungary,1,1,0,0
1914-06-28,Norway,Sweden,0,1,Friendly,Kristiania,Norway,False,Norway,Sweden,0,3,-1,1
1914-07-05,Sweden,Russia,2,2,Friendly,Solna,Sweden,False,Sweden,Russia,1,1,0,0
1914-07-12,Norway,Russia,1,1,Friendly,Kristiania,Norway,False,Norway,Russia,1,1,0,0
1914-08-30,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,1,-1
1914-09-13,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,Uruguay,3,0,1,-1
1914-09-20,Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,False,Argentina,Brazil,3,0,3,-3
1914-09-27,Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,False,Argentina,Brazil,0,3,-1,1
1914-10-04,Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,Hungary,Austria,1,1,0,0
1914-10-25,Sweden,Norway,7,0,Friendly,Solna,Sweden,False,Sweden,Norway,3,0,7,-7
1914-11-08,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-1,1
1915-01-31,Italy,Switzerland,3,1,Friendly,Turin,Italy,False,Italy,Switzerland,3,0,2,-2
1915-05-02,Hungary,Austria,2,5,Friendly,Budapest,Hungary,False,Hungary,Austria,0,3,-3,3
1915-05-30,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-1,1
1915-06-06,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,Sweden,3,0,2,-2
1915-06-27,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,Norway,Sweden,1,1,0,0
1915-07-18,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,0,3,-1,1
1915-08-15,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False,Argentina,Uruguay,3,0,1,-1
1915-09-12,Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,2,-2
1915-09-19,Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False,Denmark,Norway,3,0,7,-7
1915-10-03,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,Austria,Hungary,3,0,2,-2
1915-10-24,Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False,Sweden,Norway,3,0,3,-3
1915-10-31,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,Sweden,Denmark,0,3,-2,2
1915-11-07,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,4,-4
1916-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,Austria,Hungary,3,0,2,-2
1916-06-04,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,Sweden,3,0,2,-2
1916-06-04,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,1,-1
1916-06-25,Norway,Denmark,0,2,Friendly,Kristiania,Norway,False,Norway,Denmark,0,3,-2,2
1916-07-02,Chile,Uruguay,0,4,Copa América,Buenos Aires,Argentina,True,Chile,Uruguay,0,3,-4,4
1916-07-02,Sweden,Norway,6,0,Friendly,Stockholm,Sweden,False,Sweden,Norway,3,0,6,-6
1916-07-06,Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,Argentina,Chile,3,0,5,-5
1916-07-08,Brazil,Chile,1,1,Copa América,Buenos Aires,Argentina,True,Brazil,Chile,1,1,0,0
1916-07-10,Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,False,Argentina,Brazil,1,1,0,0
1916-07-12,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,False,Argentina,Chile,3,0,1,-1
1916-07-12,Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,Brazil,Uruguay,0,3,-1,1
1916-07-14,Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,False,Uruguay,Chile,3,0,3,-3
1916-07-17,Argentina,Uruguay,0,0,Copa América,Avellaneda,Argentina,False,Argentina,Uruguay,1,1,0,0
1916-07-18,Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,False,Uruguay,Brazil,0,3,-1,1
1916-08-15,Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,False,Argentina,Uruguay,3,0,2,-2
1916-08-15,Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,False,Uruguay,Argentina,0,3,-1,1
1916-08-20,Sweden,United States,2,3,Friendly,Stockholm,Sweden,False,Sweden,USA,0,3,-1,1
1916-09-03,Norway,United States,1,1,Friendly,Kristiania,Norway,False,Norway,USA,1,1,0,0
1916-10-01,Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,False,Argentina,Uruguay,3,0,5,-5
1916-10-01,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,Hungary,Austria,0,3,-1,1
1916-10-01,Norway,Sweden,0,0,Friendly,Kristiania,Norway,False,Norway,Sweden,1,1,0,0
1916-10-01,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,0,3,-1,1
1916-10-08,Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,False,Sweden,Denmark,3,0,4,-4
1916-10-15,Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,False,Denmark,Norway,3,0,8,-8
1916-10-29,Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,2,-2
1916-11-05,Austria,Hungary,3,3,Friendly,Vienna,Austria,False,Austria,Hungary,1,1,0,0
1917-05-06,Austria,Hungary,1,1,Friendly,Vienna,Austria,False,Austria,Hungary,1,1,0,0
1917-05-07,Japan,Philippines,2,15,Friendly,Tokyo,Japan,False,Japan,Philippines,0,3,-13,13
1917-05-09,Japan,China PR,0,5,Far Eastern Championship Games,Tokyo,Japan,False,Japan,China PR,0,3,-5,5
1917-05-10,Japan,Philippines,2,15,Far Eastern Championship Games,Tokyo,Japan,False,Japan,Philippines,0,3,-13,13
1917-06-03,Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,False,Denmark,Sweden,1,1,0,0
1917-06-03,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,4,-4
1917-06-17,Norway,Denmark,1,2,Friendly,Kristiania,Norway,False,Norway,Denmark,0,3,-1,1
1917-07-15,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-3,3
1917-07-18,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,0,3,-2,2
1917-08-15,Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,Uruguay,3,0,1,-1
1917-08-19,Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,False,Sweden,Norway,1,1,0,0
1917-09-02,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,1,-1
1917-09-16,Norway,Sweden,0,2,Friendly,Kristiania,Norway,False,Norway,Sweden,0,3,-2,2
1917-09-30,Uruguay,Chile,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,Chile,3,0,4,-4
1917-10-03,Argentina,Brazil,4,2,Copa América,Montevideo,Uruguay,True,Argentina,Brazil,3,0,2,-2
1917-10-06,Argentina,Chile,1,0,Copa América,Montevideo,Uruguay,True,Argentina,Chile,3,0,1,-1
1917-10-07,Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,False,Denmark,Norway,3,0,12,-12
1917-10-07,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,1,-1
1917-10-07,Uruguay,Brazil,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,Brazil,3,0,4,-4
1917-10-12,Brazil,Chile,5,0,Copa América,Montevideo,Uruguay,True,Brazil,Chile,3,0,5,-5
1917-10-14,Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,False,Sweden,Denmark,0,3,-1,1
1917-10-14,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,Uruguay,Argentina,3,0,1,-1
1917-10-16,Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,Brazil,3,0,2,-2
1917-11-04,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-1,1
1917-12-23,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,False,Switzerland,Austria,0,3,-1,1
1917-12-26,Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,False,Switzerland,Austria,3,0,1,-1
1918-04-14,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,2,-2
1918-05-09,Austria,Switzerland,5,1,Friendly,Vienna,Austria,False,Austria,Switzerland,3,0,4,-4
1918-05-12,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,False,Hungary,Switzerland,3,0,1,-1
1918-05-26,Sweden,Norway,2,0,Friendly,Stockholm,Sweden,False,Sweden,Norway,3,0,2,-2
1918-06-02,Austria,Hungary,0,2,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-2,2
1918-06-02,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,Denmark,Sweden,3,0,3,-3
1918-06-16,Norway,Denmark,3,1,Friendly,Kristiania,Norway,False,Norway,Denmark,3,0,2,-2
1918-07-18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,Argentina,1,1,0,0
